metabolite,confidence,4399_20,4582_20,4582_22,4606_20,4625_20,4625_23,4660_20,4672_20,4686_20,4399_22,4606_23,4660_22,4672_23,4686_23,4333_20,4333_23,4575_20,4583_20,4626_20,4646_20,4666_20,4692_20,4583_22,4626_23,4646_23,4336_20,4579_20,4579_23,4584_20,4584_23,4611_20,4647_20,4668_20,4693_20,4336_23,4611_23,4647_22,4668_22,4693_22,4325_20,4325_23,4393_20,4393_23,4398_20,4502_20,4502_23,4556_20,4556_23,4563_20,4563_23,4605_20,4655_20,4658_20,4670_20,4678_20,4678_23,4679_20,4682_20,4398_22,4605_22,4655_23,4670_23,4679_22,4682_23
N(6)-(Octanoyl)lysine,7,21401.7793,66731.42969,17857.36328,21760.51367,17791.91016,7860.491699,98289.63281,29937.73828,54947.24609,12136.59082,4796.80957,15609.83984,3956.77124,12204.60156,34131.89844,6635.281738,70618.70313,45151.49219,50671.95313,20745.00977,34430.39453,77323.125,7464.661621,8234.941406,5441.839844,7964.192871,15912.53516,12953.9375,71256.19531,10587.83691,17887.42969,96669.44531,8142.422852,4086.47583,5381.434082,4176.990234,10359.30078,3097.923584,7055.618652,20137.89258,4944.548828,46084.73438,15097.38672,142939.7031,18602.83984,2544.19873,92940.84375,16346.4541,34162.62891,14398.64355,41694.38281,25734.09766,32035.01367,40235.00391,54546.35938,16792.95898,62643.28516,25395.17188,41365.42578,10820.35742,2578.755615,9280.275391,9924.353516,13209.29199
N(alpha)-Benzyloxycarbonyl-L-leucine,7,9641.604492,1634.062744,3186.515869,15388.53613,18144.44336,20270.70313,25937.26563,9586.989258,17683.38281,9395.776367,19117.24023,22493.04102,6069.054199,14479.45801,5966.946289,2467.503906,5836.59082,2495.623535,4718.929688,10538.33887,9138.615234,10639.17285,5611.070801,4907.78418,7105.401855,13981.14844,5944.023438,6691.021973,10597.03223,8868.393555,17683.47266,3904.599854,5209.661133,0,11114.79004,15811.28418,8164.551758,4665.390625,3940.622803,3676.16626,5052.744141,5422.542969,4419.980957,7405.944336,2725.755859,6981.208008,7372.676758,3626.009766,3384.858398,5054.366699,5612.233398,2737.299072,9104.233398,5623.876465,5954.453125,4444.476074,8496.104492,6512.257813,10285.60645,6189.155762,8766.480469,10878.46094,7839.544922,6371.817383
N-(octanoyl)-L-homoserine,7,151621.3281,195048.1563,53701.41406,305117.0625,404571.5313,140377.5781,244744.6875,292509.4063,88323.60156,52378.33203,22932.17188,30868.11328,23917.89453,36769.6875,383111,66148.40625,723706.5625,264036.2813,609185.25,219354.8281,128047.8125,113543.4453,47798.09375,107559.4844,30311.02539,481650.3438,692792.6875,94792.59375,228758.7813,137479.125,298145.0938,344263.1875,230095.2656,153554.7344,38984.07813,37243.82031,40247.48438,39989.62109,41394.23438,631367.6875,89050.40625,245021.0313,171332.0156,214953.1094,94199.84375,67922.22656,583551.125,82325.53906,342148.5625,162730.5781,192120.4688,299765.5,222745.2656,258332.2031,288295.5938,197345.1094,184145.4219,174688.8438,54250.62891,25041.39453,49222.69141,39594.40625,94558.97656,27684.04102
N(pi)-Methyl-L-histidine,10,3105579.5,4310239,1559641.75,6245392.5,5830188.5,1684953.875,3561843.75,5585366,2721352,3027760.75,2653371.75,3323370.75,1966314.25,1847920.75,5618149,1806846.5,9652705,4056102.25,6860921,6450912,2667321.5,2998926.75,2699160.75,3894523,3406858.5,6827192,9153966,1597886,4335305,2759914.5,6833031.5,9012123,3149167.25,2784022.25,3084537.25,1905923.5,4786797.5,2009226.875,3215977.75,9751096,1086692.375,3712911,2185585,4499412,2038181.75,1879116.75,7607210.5,2042854,4280222.5,1839440,4112670.75,4315264.5,4848749.5,5629048.5,3762287.25,3405802.25,2396214.25,1804039.625,5160679,3569946.75,3849291.25,3283489.75,5169386,2969682.5
"N,N-Dimethylglycine",8,2327048,2545420.75,1908371.875,2908007.25,4659184,2358264.5,1724647.5,3338964.75,1565151.375,1802331,936869.5625,1096843.25,1088106.125,1468840.25,2189658.25,812618.375,4978118.5,2068075.125,4154085,2600148,1190025.625,1414217.5,1179558.5,2622533,1664723.375,3063247.5,5654068,1159825.75,1561663.875,1262453.125,2531908.25,3927775.5,1270089.25,1295215.125,1199393.5,1232096.5,2249856.25,1054244.375,1347438.5,3905697,960632.4375,2479291.25,2574087,2327484.75,613950.625,718845.3125,3909011,1806204.75,2679585.25,2087960.5,2117159.5,2478203.25,1859151.375,3948746.25,1611306.375,2036150.875,1862348,1445312,2139879,986974.875,1252577.75,1858114,2040224,1344731
"N1,N8-diacetylspermidine",7,7408.020996,5658.067871,7052.283203,4989.922852,12537.85059,7072.709473,9138.930664,4406.77002,7881.996094,3842.233154,3704.651367,3476.848877,2807.147949,2679.749756,8254.356445,2470.589844,11150.35547,3658.528564,5876.195801,9582.628906,7506.105957,8869.110352,4193.027832,5762.777344,4164.213379,6142.420898,5048.29248,7309.152344,6413.936523,9589.319336,6620.619629,8354.051758,3569.49707,1751.042969,7814.867188,4597.773438,3083.939697,1788.617798,2778.239258,7888.625,7698.242676,4608.851563,8360.761719,10110.35449,3817.541504,13130.99707,9795.766602,6077.137695,9481.1875,7050.016113,7330.95166,5565.404785,5432.548828,3146.708496,7911.546387,1833.954102,4067.779785,8541.023438,5977.820801,7869.671387,6542.880371,4781.033203,10335.68555,6157.03125
N2-(D-1-Carboxyethyl)-L-arginine,8,21942.27344,29223.63281,33962.08594,42567.45703,34704.25391,41435.24219,42024.17188,23686.125,0,18811.42383,26375.56641,18975,16575.16211,18111.85742,31245.80859,28124.85352,42290.87109,22016.46484,21963.88867,27716.75,17413.99023,26563.56836,20751.9375,27465.15234,47459.85547,55555.49219,34806.52344,28686.65039,42986.53516,88678.6875,31807.26172,41030.82031,16091.875,29276.68164,19663.51172,12342.59277,33964.99609,15796.82422,24094.33398,31200.45703,36594.03516,9859.878906,21203.09375,40063.67969,6981.375977,22687.76953,30803.48242,28655.50781,17551.57813,76857.21875,37240.64453,23923.13867,28323.45117,21270.04688,41007.30078,46619.42578,11885.79785,39167.69531,19577.13672,30059.54688,18779.75,25860.46875,31137.45117,0
N2-(D-1-Carboxyethyl)-L-lysine,8,13886.39258,20671.04688,0,15081.98535,14558.18652,10471.76465,30766.33594,19951.89648,7630.768555,0,6252.581543,7328.711426,0,5936.830566,19768.41016,5227.217285,24398.28516,21225.28711,24935.13867,15859.99023,6756.041504,21716.58398,0,0,0,12992.69824,9644.942383,6290.307617,26528.74219,0,10249.96973,31440.47461,10100.97949,6974.922363,0,0,9737.280273,0,5930.023926,16268.56934,3980.674316,9541.443359,0,15502.76563,11991.14355,5912.693359,21139.86328,0,18411.08203,0,17780.88281,17034.46289,8342.975586,20979.89648,11441.04395,16846.80078,10047.58887,8094.524414,7459.196289,6081.31543,0,12701.78223,5691.149414,9973.873047
N2-Acetyl-L-aminoadipate,8,406536.9375,334142.625,216500.3281,413643.5,425317.9063,280438.2188,322799.5313,179503.3125,169783.3906,155517.6406,211752.6563,172866.1875,115336.1563,97577.11719,345682.6563,149977.875,398379.125,258594.4844,379112.6875,223253.7656,309342.8438,243369.3281,135107.2344,226440.7344,155198.4531,340085.1875,258492,231981.6719,488513.8438,258285.1094,323663.5938,445023.3125,261738.4375,219189.5,284958.2188,152825.1563,278620.25,103606.7891,143662.2344,441640.0625,206366.7656,206117.9531,215769.4219,341221.2188,131091.2813,156931.3594,329861.5,142376.5156,334953.2813,318233.4063,337654.8125,200469.25,234236.8281,225859.9375,439211.7188,225239.6563,201300.1406,299050.8438,186436.1563,219797.0938,160017,245287.75,287496.125,93489.21094
N2-N2-Dimethylguanosine,5,29395.42969,34092.03906,32400.94531,51706.70703,54497.94922,47184.44141,62001.0625,37879.67188,26734.21094,29912.57031,25404.65625,23870.81445,17096.71094,17413.21094,46273.76953,18004.05469,47432.71875,33044.67188,48363.85547,40032.92578,28457.55859,31922.33594,26458.91211,30476.16406,27254.49023,66828.14063,43578.62891,22009.7207,32213.64453,25530.67969,44223.94531,56975.375,27566.55859,20697.9082,49983.28906,34072.31641,36279.63672,16582.63086,25161.66602,46755.14844,24747.95313,25722.79102,32980.90625,42107.63281,13427.44043,23042.41211,45547.39453,15900.80273,34965.87891,31104.85547,31310.91992,22792.21289,33129.05859,36362.89453,38538.56641,25518.53906,17566.90039,31402.95117,43371.36719,29294.40039,26943.74023,25159.62695,25150.86133,27868.27734
N2-Succinyl-L-ornithine,8,35716.69922,20172.71875,14931.72949,24429.05273,16882.99023,10398.56445,15466.33594,11165.15039,33830.78125,62970.42969,62665.73828,56912.72656,29402.12109,26728.05859,16621.97656,10180.9248,19120.12305,14525.30469,11684.98438,17278.67578,25519.00195,33301.00781,48145.89453,33651.62891,33234.16797,11256.41602,14336.72754,6522.724121,21217.77148,33883.6875,30649.43555,24849.70117,8115.253418,10001.39844,87154.72656,56788.18359,59206.85938,27107.58984,45771.99219,16257.10449,5276.646484,17265.11914,30768.43945,31863.88281,22095.87109,17903.70703,24099.5625,10983.18359,34962.98438,25764.72656,33326.66016,8632.036133,21181.66992,17085.61719,22274.48242,19315.39648,15524.52539,15793.30176,65953.36719,51671.51172,64348.92188,16011.52051,59292.83203,52227.66406
N4-(Acetyl-beta-D-glucosaminyl)asparagine,5,501409.3125,217872.4531,366635.0938,544008.125,547406.0625,352871.9063,333003.5313,567033.3125,278400.1875,329084.9063,229685.625,507536.0313,174429.1094,111652.5234,232896.7813,321897.6563,530872.75,410182.875,494119.75,396190.5625,265374.6875,238265.1563,412030.3125,365481,236884.8438,828647.3125,616222.25,388404.8125,290306.0625,373073.1563,522594.0625,259628.875,203467.8125,220297.75,365199.375,364652.4688,453831,110494.1094,576295,794745.4375,319846.5,484697.25,921800.9375,372357.0313,165009.3438,310059.5313,381204.3438,215894.7344,456568.7813,477506.25,431909.3125,136987.6719,503081.875,403098.0313,295215.9063,498527.5,175884.4688,397453.9688,516485.7188,426590.4375,367738.6563,369770.1563,89806.60938,429224.6563
N4-Acetylcytidine,5,12278.2666,9356.958984,12125.00781,23430.12305,17677.32031,14571.81055,13286.2207,18974.79883,8140.716797,17614.70703,10815.44043,7962.227539,6875.271973,10740.20117,17928.64648,7050.883301,19872.50977,13596.38867,19914.83594,18236.12109,8917.841797,11513.80273,9574.790039,18017.28125,25938.71289,23778.14648,27768.56445,9008.526367,15453.27148,10765.25586,18711.26367,23133.42188,14793.63086,10560.39453,20710.91211,11584.75391,33541.64063,11009.00293,16009.39648,26380.05859,11438.87598,11951.83496,10787.60254,17774.875,6267.398926,7829.035645,25468.49023,6214.632813,19028.56836,12720.60059,19932.35938,11019.96875,15336.28711,15705.79297,18207.80273,19276.67578,5843.934082,12594.80469,22141.68164,18076.98047,12515.70313,14171.29297,20076.5332,9635.837891
N5-Ethyl-L-glutamine,7,498152.7188,505112.375,555788.125,708008.0625,733475.625,924108.5625,401883.3125,536583.9375,554431.4375,1046342.313,895649.3125,770804.75,604459.25,613751.1875,967870.8125,697711.875,964278.875,472817.5,694141.5,538175.0625,854336.25,709858.8125,600157.1875,1010541.625,1012979.938,831484.875,950740.3125,909133.3125,485420.7188,623683.1875,621244.125,1339377.125,403590.25,293933.9688,1331181,1091359.375,1520998,417487.5938,951740.75,1218656.5,686510.125,505490.3438,768442.0625,692676.5,237826.3281,642648.9375,718578.5,1246106.5,399530.5938,794552.5625,541771.125,680853.3125,557875.8125,732486.5625,534103.9375,1010743.688,391966.9063,384030.875,1651815.5,1112345.25,1353493.75,1624527.875,1232728.5,695212.5625
N5-Methyl-L-glutamine,7,9808.040039,0,12951.13574,13967.18262,32714.26172,0,15662.78613,18003.16406,0,17511.04492,24124.66211,20219.27148,14807.90234,10023.13672,11186.78223,12811.71875,30895.66406,11847.46777,28257.17773,21651.61523,20502.70508,6551.273926,12018.40625,29816.14453,28367.63672,23768.55859,12468.54688,21539.5293,0,12756.15527,19240.6543,13921.61621,0,0,13255.13672,18728.69727,28890.37891,7928.623535,17332.08984,19582.70117,16425.16016,15878.37695,18128.79297,15599.08691,6078.945313,35840.51953,16327.34668,14945.2041,0,14557.67676,11256.82422,8839.945313,16442.55469,13428.89746,7603.628418,11690.63477,7533.284668,12147.76465,21772.31836,13005.15332,10754.8457,26115.14453,11279.8252,19333.95508
"N6,N6,N6-Trimethyl-L-lysine",8,1959702.75,2917460.25,1980055.75,4838016,3812545,1110288.625,8845855,4214216.5,1427371.75,1143494,867763.75,1450375.625,972711.875,761149.375,4016854.25,841269.4375,7857230.5,3033946,5978770.5,3486110.25,1449001.375,3620278.5,609244.75,1099212.75,1313969.625,3542356.75,3560880,818903.25,4492797,1363413.5,3790290.75,5645783.5,1872240,1258174.75,1081989,871078.6875,1501632.75,447078.0938,1365684.625,5055272,446198.4063,2735089.75,934803.875,3225774.25,2150366.75,492435.0313,5424386,730178.3125,3031740.25,959188.1875,3649165.5,2279932.75,3321514.75,3435576,2324026,1730449.25,2211141.25,1794043.75,2076132.375,989977.5,778581.625,1557855.25,1411873.875,1156299.5
N6-Acetyl-L-lysine,8,343339.2188,338797.625,440759.2813,438905.125,423948.5625,568361.3125,366137.125,349693.3438,283706.625,595827.6875,718443.5,498171.7188,607893.375,402714.8125,457724.4063,403140.125,587971.1875,386559.6875,463882.4688,389938.4375,248709.2969,348465.8125,534329.5625,674182.875,688449.625,514087.6563,470524.375,540166.4375,485895.3125,682714.3125,415161.8125,574646.8125,273338.0938,285174.0625,833442.125,565628.5625,943083.25,351988.6563,504719.625,605857.9375,503808,293168.4063,317297.625,398458.2188,261806.9844,460807.2188,520038.4688,549537.75,342761.0938,744850.375,434987.75,339897.5938,349234.3438,435071.4375,316329.5625,617843.9375,293805.0938,262884.7188,789394.75,576794.5,577153.6875,739792.625,935104.9375,505148.9375
N6-Acetyl-N6-hydroxy-L-lysine,8,2161.739258,2403.531982,1051.974609,4153.92627,3367.533691,2535.819092,4629.212402,3003.377197,2940.06958,761.6168213,2488.360352,1727.979126,613.081604,962.0905151,2011.861938,1539.062134,5543.746094,5080.097168,5784.13916,4118.050781,1507.155029,2165.598145,0,1403.409302,1418.910278,3149.570557,1923.175903,1836.756836,5024.500488,1077.843872,3056.83252,3537.569824,1907.935913,1572.822266,1777.388916,1150.327637,1696.972168,0,2578.269775,3527.807861,2950.717529,2009.990601,1212.585938,2823.11792,1606.777588,868.1018677,3328.716553,1787.134155,2371.652588,1397.734009,2984.672119,1287.202393,3469.866699,3809.899414,2167.140625,3239.358154,3803.251221,3008.05542,1809.628174,1377.574219,951.9838257,1503.435181,1141.65686,1557.684204
N6-Methyl-L-lysine,8,91274.90625,230077.5781,141047.125,561575.3125,574754.1875,416631.0938,375235.6875,370509.6875,220389.1719,873036.9375,555901.4375,655879.5625,438525.8125,626125.3125,845560.1875,423746.7813,1093935.375,363459.4375,904772.625,570955.875,246720.5313,336098.0938,305563.3125,904717.875,690762.9375,807261.625,988705.375,391560.6563,243654,451357.4375,361885.6563,460459.1875,352809.7188,340394.875,248352.2969,578049.5,461416.0625,221529.8438,397510.1563,445623.8125,118173.8594,430381.9688,263509.1875,76893.11719,322790.0313,245051.8906,221104.375,233734.875,259693.5,76289.375,376778.3438,121378.4297,611786,467487.9063,451314.0938,512434.6875,310307.2813,65583.17969,392581.3438,270829.0313,642773,402182.6563,368608.0625,441427.625
N-acetyl -D- glucosaminitol,7,198589.1563,712812.9375,146460.7188,108158.7188,358644.0625,60797.40234,286804.0938,192043.4531,223932.4844,48666.44922,148611.0313,109259.4375,88363.25,53709.67969,259033.1719,51682.9375,287473.8125,57383.38672,218053.3438,155805.2813,197094.3906,208670.8906,72493.57031,57627.05469,53245.31641,159719.7344,224415.3906,83919.85156,159829.6406,110971.8672,140213.1719,339924.0625,35322.23438,34861.66016,115481.2578,117967.4766,86920.375,31847.60938,132754.8125,153743.5938,90844.57031,254953.4531,125104.4063,118770.7578,143872.9844,180894.4219,118463.1875,63661.34766,161386.7969,56865.59375,198440.9688,70892.73438,89683.28125,76921.04688,203714.9375,35972.48828,173552.9844,77822.72656,88311.14844,69668.21094,90436.25781,83569.34375,109808.1641,266203.7188
N-acetyl-(L)-arginine,5,26523.67773,147321.3438,123464.75,49179.69922,175746.6563,109775.4375,95601.97656,83445.875,29040.59375,34742.15234,133468.6875,83231.46875,80396.35156,45530.12109,173195.2344,41911.8125,223739.5156,21755.46094,91144.6875,78299.90625,36301.77734,33052.38281,82165.42969,121469.2188,100503.0781,202069.9219,138521.8906,171492.8281,29966.33203,182395.5313,80041.71094,96974.64844,28750.16406,29408.49219,96864.14844,76490.83594,81980.71094,30103.30078,103157.3203,138118.375,115672.7891,112187.6406,251431.7188,25351.75586,15240.31445,129386.6953,27953.20508,84151.63281,30276.12109,72975.46875,48470.16797,32205.1875,64426.78906,22400.07813,47718.69531,14863.14453,14763.55762,24816.57227,100503.1719,46035.16797,59392,78833.02344,132514.6875,148197.5313
N-Acetyl-D-fucosamine,7,21655.31055,5759.342773,6561.15918,25102.90625,17853.97266,20621.95313,28836.35938,18139.24023,13850.15918,19591.58203,20285.14844,17194.82031,10554.08398,18949.90625,16473.82617,11460.38184,15622.5498,4997.503906,13407.02441,23724.63867,11281.3291,17294.68945,5060.167969,12534.67383,21303.63477,36673.4375,10452.35254,12973.02539,6152.711914,8475.643555,15692.00879,16188.17578,8462.53418,8208.692383,24303.34375,11402.65527,11340.81641,6661.289551,11724.33398,12077.31934,6966.787109,4308.519531,8702.694336,9094.277344,4186.682129,7332.771973,6317.111328,5555.3125,4862.169434,6702.437988,7764.975098,14010.14355,22777.74414,19963.96875,28464.22266,31318.60352,9300.792969,18318.13086,13092.43359,10176.58594,21079.43555,24984.18555,30024.87305,17117.97656
N-Acetyl-D-glucosaminate,7,636746.0625,700118.9375,74583.55469,789312.25,1397100.375,85203.72656,1915200.25,1168955,1066524.5,16636.34375,78131.33594,122309.6719,22302.07031,2342.638184,2097690.5,44939.42969,1894293.125,1160655.5,1352748.375,1578311.5,439401.3125,923298.75,11145.30273,37892.82031,25563.31836,1482936.875,3116635.75,60095.00781,771897.875,113175.4688,2143962.75,1781524.75,274140.5938,441395.3125,60387.35938,99495.625,47670.03516,3172.270264,306123.4063,2631053.25,38030.17969,608568.1875,120366.9609,801927.875,64522.83984,59005.98438,1377449.125,13777.14746,662653.5625,40698.69531,730148.75,238292.8594,833449.125,730306.625,979286.375,181197.2813,49620.53125,439029.9063,84636.57813,55260.54688,70620.40625,103721.8438,253000.75,86497.32031
N-Acetyl-D-glucosamine,8,126795.3594,87277.67969,71486.02344,126582.7891,118498.3047,70562.67188,87402.26563,59333.49609,52248.58984,56967.10938,70311.94531,58266.4375,32109.125,29166.2832,95791.70313,47463.40234,121005.1641,69592.47656,115513.5781,61495.73047,83489.04688,76354.39844,50101.20313,81220.14063,53996.92188,97148.49219,69196.89844,56388.46484,127996.7188,83753.375,95663.35156,135970.9219,71412.97656,58978.17969,96582.36719,49081.4375,76476.70313,31387.00391,45320.68359,141746.8438,58665.92578,67260.46094,71764.24219,99294.34375,43843.18359,61144.10156,85789.76563,43611.95703,93616.39844,85456.60156,105891.1563,52817.53125,63195.35547,58650.59766,121076.8672,70171,50150.95313,77090.29688,54717.44531,63624.98438,44870.42188,80867.83594,49642.78906,46215.80078
N-Acetyl-D-glucosamine 6-sulfate,7,687.8145752,1151.900635,2102.743652,834.4489136,846.7092896,714.8648071,1500.976318,985.4594727,857.8469849,2870.068604,3844.806396,2445.255371,1657.487427,1694.53772,1202.989502,656.3591919,1093.553223,516.9146729,977.1218262,1082.019775,797.7468872,555.038208,1723.385254,2390.83667,1939.253784,1117.595459,1485.493164,1345.975342,779.8162842,1405.659546,1309.162354,1516.236572,570.0307007,1008.196838,2501.274902,2781.617432,2929.253906,1099.475342,2995.587891,668.1369629,692.4855957,955.1856689,874.1329346,777.2953491,388.4963379,1326.723389,1501.626099,678.2479858,859.8406982,1227.310425,1115.774536,541.9673462,938.3095703,668.1709595,852.3294067,717.4398804,500.6438293,982.7977295,3093.799072,2456.228516,2041.61438,2691.614502,2338.408447,2512.234131
N-Acetyl-D-tryptophan,7,19168.75391,0,0,17466.99609,29298.11328,24072.42578,20632.49219,28410.72852,0,65270.51563,30330.65625,53607.21484,15394.38379,112403.3516,29862.63672,35301.32422,21839.6543,13975.22266,18240.72266,19935.33594,24899.27539,11456.04297,14356.21875,88311.63281,65864.34375,31388.62109,18766.25586,13620.17969,18972.00586,16984.02344,14527.40137,9913.525391,22569.66602,22292.42773,48271.07813,46244.875,33061.78516,37505.04688,28590.79688,18792.70508,14925.30371,12338.33301,23089.52734,10356.91406,19701.89648,6746.858398,22500.39258,19990.01172,21653.60352,21259.17969,0,0,6895.223633,20580.13672,16594.40039,21738.20898,0,10130.40234,51933.26172,45676.37891,40432.58203,64472.97656,31234.64648,31571.75391
N-Acetylglutamine,9,26372.19141,33835.6875,31414.10938,48924.75781,47771.625,30676.08203,32361.52148,50493.18359,20532.94727,53911.54297,44629.05469,60581.57031,40505.92578,80168.38281,58992.83203,49413,38623.86719,30919.66992,65314.41406,21545.00195,24346.43555,35790.40234,86046.69531,75630.27344,59144.04688,110611.4922,41299.13672,36001.58594,38038.69531,46292.16016,39371.90625,31412.18164,25203.55859,19848.00977,44552.12891,58519.28516,56000.75,45309.14844,39815.53516,136674.3594,42174.06641,20287.9043,45021.62109,39741.80859,22754.48828,50638.00781,41977.48047,59674.02344,29955.55273,57659.05469,27610.26172,26294.85938,30532.17383,31164.91602,36030.55078,55306.47266,25381.88867,25798.62891,50397.62109,54034.44531,68116.22656,90629.17969,39532.28906,82474.25781
N-Acetyl-L-aspartate,8,121157.2969,97799.20313,256702.2656,248899.6875,253889.3906,214053.875,352769.2813,770560.5625,62640.70703,614373.125,116328,436374,97965.86719,261190.875,153514.5313,46743.03906,239403.2344,47798.77344,230372.6094,203636.4375,145308.875,204289.1406,769599.375,512206.1563,337036,391713.5313,181172.5469,293008.5313,79869.08594,304826.9375,153240.4063,306116.0938,28056.55273,19537.74609,274474.9063,498206.1563,305293.7813,81028.46094,254230.9063,436182.9688,63886.79688,26341.16602,336291.6563,351111.75,14949.45898,264424.75,266634.6563,31225.75391,126499.2109,381436.3438,123204.8047,30576.01563,408273.4375,209805.9531,713241.5625,296798.5,37209.00781,175162.6406,492142.0313,1167403.375,436621.0625,1257985.25,1134868.375,527479.875
N-Acetyl-L-glutamate,8,16622.36133,68283.5,23180.2207,115270.7422,47126.90234,39480.94922,31825.47852,113677.2813,10343.65234,17056.42969,16066.78906,14805.6377,15495.0957,24493.36133,151230.2188,18016.50977,130188.3516,76728.69531,86276.22656,21893.17383,52575.13672,34591.23828,23521.01563,24412.73047,24588.61133,253362.4375,155340.0625,26457.31836,18845.3418,33303.01563,89356.8125,120372.2813,29396.55469,26130.42383,30836.81055,30888.78906,16931.46289,10163.0498,21856.12695,217235.1406,31354.79102,15497.16016,69377.17969,28597.35352,6846.296387,11046.26855,102178.5391,28205.97852,53882.98828,69526.02344,31607.98633,48683.90625,113538.9219,90629.24219,57034.09766,136609.4375,49696.51953,26439.31836,22816.98242,15693.14844,18183.54883,33686.98047,106353.1172,27527.56445
N-Acetyl-L-glutamate 5-semialdehyde,8,28387.42969,70470.32813,16576.18359,45750.74219,43916.6875,22712.92383,44611.90625,50573.70703,19987.0957,25470.21094,8929.383789,20657.42773,12425.29395,9219.257813,42911.08984,25066.92773,74764.70313,54056.91797,79651.9375,41815.57813,23727.81055,16180.8125,26284.44141,15202.98926,16279.21094,48244.95703,81484.88281,18551.30273,36513.34766,21446.85156,51146.03125,52711.77344,47154.50781,72226.42969,24040.44727,22746.54688,24928.90625,9606.980469,9521.599609,86991.99219,42947.59766,69334.60156,46159.53516,26760.60742,18783.49023,30778.42578,23038.91992,24291.2832,28193.5332,17920.19336,47364.88672,49353.52734,62175.12109,51740.66016,21406.95898,27048.94922,29651.60547,50279.05469,25082.67578,23169.10352,11517.50293,23174.36523,21478.35352,11961.97363
N-Acetyl-L-histidine,7,13018.98438,19667.03906,15309.98633,46222.51563,22924.34766,16041.75977,14305.06445,42165.96484,7068.691895,8106.977051,8365.745117,10947.07715,8172.577637,12817.8877,23648.74023,18264.87695,24411.79492,33641.86328,25166.26953,14607.24707,10542.75098,10619.42285,9993.272461,12576.37109,13956.51367,47340.25,37722.42969,15631.0166,17273.02539,15821.85254,30235.46875,24913.71289,13766.23242,15103.87793,9452.444336,10539.76074,9822.066406,6993.265137,10142.57129,94654.63281,14763.93848,11035.65039,26734.50977,11265.43164,11344.19434,7661.222656,23110.06836,20745.07617,14513.46191,14561.6709,10592.40332,12121.9541,20897.40234,18427.90625,17541.09766,22024.77344,15850.24121,16482.19336,9590.583008,7550.517578,9464.986328,13876.34863,15242.90332,11701.52832
N-Acetyl-L-phenylalanine,8,87441.8125,68554.46094,86438.9375,112876.4531,175931.375,175719.9531,144414.75,178596.5156,74372.90625,135607.8438,57866.33594,95663.96094,68059.94531,143972.1563,97823.33594,184883.7344,73138.4375,90688.44531,287091.0938,89652.57031,98936.92969,89120.69531,73066.92969,253371.4844,162273.0313,141216.125,97780.16406,96782.48438,113466.8906,227603.9375,148206.5469,80750.65625,55744.78906,45034.14844,185417,165276.375,77542.79688,92917.78906,113705.2656,167996.1875,77965.05469,39808.78125,102725.9688,131706.9375,65358.25391,80182.50781,120380.3281,114857.5078,81488.75,162499.9219,80566.375,79402.52344,83968.41406,187190.8906,137743.6875,118825.5391,63863.19922,127702.9141,132712.2969,83522.61719,106606.4219,222361.9531,81511.30469,135569.8594
N-Acetylmethionine,7,32959.59766,63859.85547,44467.93359,108524.4844,80755.42969,159377.3906,43528.19922,90428.71875,21027.07617,31187.01953,40068.51172,51196.50781,53889.82031,43514.35547,142456.0156,83695.42188,43180.96875,70931.66406,108121.7031,42585.91016,45560.71875,25589.42773,57869.08984,67487.10938,115729.6641,64838.15625,65184.05469,88820.40625,39874.28516,74860.19531,71011.33594,84187.22656,43229.13672,44993.54688,53788.88281,53446.60938,44752.03906,41447.23047,58582.44922,100232.1016,99488.69531,29418.35156,79056.82813,54077.28125,32335.58008,38177.18359,61397.76953,76852.10938,36466.01953,61850.96875,44488.46875,117555.3984,115093.6016,61395.39453,125453.1797,140689.9688,34671.62109,99190.90625,42881.95703,45982.41406,46728.67578,63154.28906,129372.5156,37215.77734
N-Acetylmuramate,7,47506.39844,84918.03125,23671.30664,24604.37305,159543.3906,30720.19141,64817.48828,46247.55078,68338.47656,10732.07324,38482.23047,19427.95898,20890.41602,13715.66113,36435.9375,15895.19629,50873.72266,15710.66602,29364.47852,21625.4375,44317.24219,75265.3125,17766.13281,10821.8291,9604.852539,58123.73828,28756.50195,29423.6875,68356.24219,36063.48047,31686.67188,37233.60156,16264.7207,7598.416016,18526.43555,12418.56543,9063.966797,12429.86328,54127.96875,27713.47852,25120.37695,91338.11719,19901.54102,76849.28125,24300.13086,61290.70703,30380.11914,51469.58203,15310.16016,25361.79883,59491.66016,13762.11914,25356.36914,42323.64844,39638.1875,13369.50684,63235.25391,17134.79492,16069.77539,12698.50391,84817.39844,20250.2793,21628.9707,102042.3672
