metabolite,confidence,4399_20,4582_20,4582_22,4606_20,4625_20,4625_23,4660_20,4672_20,4686_20,4399_22,4606_23,4660_22,4672_23,4686_23,4333_20,4333_23,4575_20,4583_20,4626_20,4646_20,4666_20,4692_20,4583_22,4626_23,4646_23,4336_20,4579_20,4579_23,4584_20,4584_23,4611_20,4647_20,4668_20,4693_20,4336_23,4611_23,4647_22,4668_22,4693_22,4325_20,4325_23,4393_20,4393_23,4398_20,4502_20,4502_23,4556_20,4556_23,4563_20,4563_23,4605_20,4655_20,4658_20,4670_20,4678_20,4678_23,4679_20,4682_20,4398_22,4605_22,4655_23,4670_23,4679_22,4682_23
"[ST (3:0)] (7E)-(1R,3R)-19-nor-22-oxa-9,10-seco-5,7-cholestadiene-1,3,25-triol",5,16760.26758,30131.23828,52822.33203,25606.40039,29318.5625,24744.92773,33103.4375,32981.84375,14457.36328,42721.94141,45469.93359,14495.875,33804.89453,28982.08398,45926.55469,21627.25,50723.58984,17824.40039,35197.41016,18684.68359,24989.95313,11668.08691,22134.18359,46861.64063,47006.01172,27942.67969,22347.74219,66074.95313,31207.91406,53190.46875,30114.36328,49536.21094,29613.86914,29889.03125,32588.18945,35466.59766,42148.25781,22977.06836,43086.82031,35356.04297,30648.19727,15697.38379,48522.58203,23132.88086,23519.67188,29150.17578,45355.47656,49019.41406,27926.14844,25961.35547,26361.00586,38356.76172,21533.49023,19729.0957,30178.98242,24337.46094,29517.3125,17989.22852,24505.76172,20345.71289,31930.37305,66741.52344,39577.26172,40141.03516
"[ST (3:0)] 26-O-[beta-D-glucopyranosyl]-25R-furostan-3beta,22alpha,26-triol",7,19892.16992,16037.55371,12843.94336,22409.50781,25732.5,49930.83203,10774.10742,10232.04395,6481.535645,15587.98242,8933.435547,0,8532.182617,2303.068604,34645.58203,12643.92188,10927.05469,33758.98438,9495.361328,10442.02344,16167.33008,0,0,8528.242188,9674.732422,17283.09961,17523.39258,5377.158691,69187.42969,17028.64258,19375.05078,14961.64941,30942.16016,27319.50781,11064.86426,6626.087402,11080.72852,15204.71875,13425.6582,152300.0156,27858.08594,5150.726074,7119.005371,22334.75977,11821.97656,3978.699951,27733.91602,10837.62305,24738.40039,24513.06055,17693.26563,14954.8584,23663.49805,17607.3125,12635.46777,24400.42383,11902.50293,19861.06445,11352.1875,9897.111328,7703.732422,8892.358398,0,4064.382568
"[ST (3:0)] cholest-5Z,7Z,24-trien-3beta-ol",8,38108.91797,57315.37891,49570.79297,50524.95703,35710.76563,25491.71289,24787.77734,28832.53125,24257.41992,6927.235352,9638.161133,17490.55078,80136.36719,5880.008789,31745.08594,16025.22754,41358.1875,29746.60352,61867.75,13973.12207,31689.02734,143834.9219,16656.86719,20997.33984,6644.005859,48486.90625,37336.47656,21411.1582,56500.83203,19023.69531,26142.63281,26671.76563,19773.50195,24150.77539,19465.94922,12014.90527,7122.536621,12482.58691,7444.317871,130945.7422,53137.35547,28102.28516,41726.84766,34215.53125,45272.97656,43707.10156,63474.44141,21316.47852,39985.33203,38963.44922,33169.61328,24748.05859,40481.38672,45177.19141,44711.36719,42609.26953,23739.24414,23998.70313,8072.606445,11963.29004,4942.624023,14667.85742,8323.956055,8891.615234
"[ST (4:0)] (7E)-(1R,2S,3R)-19-nor-9,10-seco-5,7-cholestadiene-1,2,3,25-tetrol",5,4800.284668,5876.505371,9249.995117,4745.479492,7325.615723,7901.553711,4869.879883,5982.005371,6013.574219,7079.929688,8294.944336,4822.611328,7434.027344,6356.32666,11054.08984,4182.07666,10092.70215,0,8788.53125,4124.74707,3867.015137,5006.650391,5815.327148,13762.25195,9061.988281,5998.913086,4531.054688,14133.63477,4299.603516,15371.03516,4101.880371,9783.283203,5310.076172,0,7039.210449,10242.14746,7635.720703,5211.866699,7580.311035,8162.650879,8980.979492,3344.908447,10426.30957,4791.064941,3975.174561,8562.433594,5371.604492,8991.759766,5419.049805,6982.740723,5094.618652,5606.081543,4679.266602,3378.165771,4786.9375,2681.32959,3454.137939,4497.374023,5334.284668,3608.522461,7464.228027,7162.439941,8617.630859,10186.65137
"[ST (4:0)] 5alpha-Cholane-3alpha,7alpha,12alpha,24-tetrol",3,4435.398926,0,17969.25,5877.577637,4980.371094,0,11095.9873,7712.875,0,6339.835938,11693.24121,5751.972168,8222.505859,6389.992676,23679.8457,5983.204102,7721.880371,0,7701.611328,5132.114258,4684.382324,4367.315918,4355.568848,12710.19727,14479.41602,7605.990723,0,14056.75391,0,10181.10156,5235.440918,13398.15918,22786.70898,7009.855469,19279.04102,10325.55371,11265.38574,9798.443359,6374.546387,8202.223633,10115.0293,4675.575195,17348.0957,5829.783203,0,7115.166504,5698.42334,17609.84375,8453.831055,6009.319824,0,38243.04688,5680.375,3350.802002,6384.039063,4908.644531,0,5419.873535,6006.01709,5017.536621,6624.92334,11625.4502,14757.12793,5461.617188
"[ST (5:0)] 5beta-Cholestane-3alpha,7alpha,12alpha,25,26-pentol",7,5775.914063,19526.63281,37043.00391,10014.26563,15674.39453,19094.85547,19652.41992,22189.16016,10266.32715,21175.6582,20735.33008,6768.361328,15053.5625,30176.30664,34632.15625,17345.33008,38495.52734,9361.753906,27919.14258,0,9230.80957,11063.25293,5215.823242,31352.42773,33388.78906,20908.15039,11176.80469,40145.55859,11733.24609,37087.52734,12055.6123,37741.66406,13833.66797,8244.360352,24356.80469,21834.80078,20715.77344,33071.82031,24395.4082,18647.61328,20627.03516,5707.753906,38765.05078,11554.15332,16979.42969,31083.3125,19631.07813,42305.23047,20356.29297,13693.56152,9610.632813,29596.80664,7037.914551,7316.62793,8516.736328,9739.587891,9464.131836,12684.99219,18666.33594,6981.208008,18042.89648,23365.17773,4797.317383,25555.83594
"[ST ethyl(3:0)] (5Z,7E)-(1S,3R,11S)-11-ethyl-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol",7,816001.1875,710815.375,1313623.875,697149.0625,522238.4688,909206.375,614207.0625,614919.5,493043.625,1590307.5,698526,381632.3438,738663.6875,846890.125,473944.6875,956593.3125,841210.625,543393.25,497513.625,440545.0313,538335.8125,585513.125,451239.8438,771238.875,615996.0625,630146.625,497899.5625,734790,1278947.875,646766.8125,794811.125,642424.9375,251028.1094,150632.0938,1389646.375,1350215.875,1072432,1623462.25,1859834.875,560598.625,510588.1563,172798.125,993710.3125,712412,1196652.25,1327397.625,950852.25,1431370.875,716234,538418.9375,671990.6875,387502.4688,702494.4375,1022627.5,627318.1875,566664.75,730847.3125,627841.5625,1678921,981254.8125,1360360.25,1095476.75,254186.3281,1291941.5
"[ST hydrox] (25R)-3alpha,7alpha-dihydroxy-5beta-cholestan-27-oyl taurine",5,68582.17969,46573.71875,37956.10547,50180,70487.53906,42501.93359,28030.59375,40371.74609,43619.30859,9463.038086,0,29780.80664,0,0,32027.32617,12819.04688,49300.86719,48147.5,89049.91406,33352.27734,40398.14844,17767.90625,7943.722168,22857.85938,10428.93359,37014.41406,40402.21484,24075.41602,32071.8457,15898.96484,34817.26172,33617.92188,26163.64258,22026.94727,0,17047.52539,0,17148.71484,0,195029.75,49459.89453,26475.09375,46554.36719,35517.65234,45676.77344,55731.26953,90557.00781,32023.5957,56886.73047,45912.75781,67600.82813,30432.24023,46761.25,66558.5625,42075.08594,44394.05078,22206.08398,50699.39844,14241.58496,22669.75977,6356.291504,9822.426758,0,9752.048828
"[ST hydrox] N-(3alpha,7alpha-dihydroxy-5beta-cholan-24-oyl)-taurine",8,3974045.5,3264968.5,1515212.5,4743811.5,6097617.5,3504052.75,3606780.75,3937260.75,6222574.5,312113.2813,182290.5469,1316260.375,302869.2188,395071.4688,2280972.5,1320122.75,8126933,3791764.5,6816159,7544422.5,2527968.5,1764485.5,1436975.75,907254.0625,441116.75,5664609,10086037,2685893,6886780,2107339.25,4929201,3384628,1375863.5,2180237.5,1074111.5,2765797.25,1067095.375,643271.375,411109.6875,31794756,4243706.5,2452023.25,4301559.5,6470228.5,8329912.5,6441914.5,9737056,1980458.625,5333950.5,4853585.5,9989392,3013431.5,14094375,13456003,13042787,5700883,2854487,3358737.25,636215.3125,1375361,471469.3438,1045682.438,250787.7031,548891.1875
[ST hydrox] N-(3alpha-hydroxy-5beta-cholan-24-oyl)-glycine 3-sulfate,5,213337.5625,131083.9688,237422.7813,192890.5938,217331.6563,269068.0313,144020.9063,96183.00781,150988.4531,59157.30859,27659.09375,182714.2344,22973.4668,20697.07617,78424.28906,175968.5469,266223.125,82824.6875,443176.8125,85493.3125,244290,76045.85156,67318.78906,262845.875,21875.61719,243750,418101.0625,286381.0313,175209.1563,141032.4219,435994.6875,226720.1719,42211.94141,82417.6875,228047.0156,293466,93552.17188,79626.6875,37763.96875,1531888.125,501385.75,64342.47656,317336.5313,161437.5781,168501.8438,247592.4219,459882.1875,258725.2188,91001.41406,206584.6563,223671.625,51791.27344,305387.9375,342021.8438,180741.2813,417721.1563,72536.60156,85874.35938,99042.28906,150227.5313,56469.18359,51853.71484,32411.83594,50657.03516
"[ST hydroxy(3:0)] (7E)-(1R,2S,3R)-2-(3-hydroxypropoxy)-19-nor-9,10-seco-5,7-cholestadiene-1,3,25-triol",5,32372.10742,58969.86328,124963.2266,35230.36328,42082.53906,51872.63281,48832.60938,60668.14063,0,84271.09375,42333.4375,33384.09375,79341.54688,114366.2031,114870.3516,72395.21094,100596.9297,48645.09375,73525.91406,26040.53711,26358.56641,53741.03125,104285.7578,95234.61719,82997.08594,56277.66406,30765.37891,123944.4609,50306.79297,106957.6953,43290.63672,125880.1797,76594.85938,41827.26172,78913.39063,96597.39063,87234.83594,99384.57813,58347.53125,69471.03906,91716.29688,0,97525.22656,48785.99609,37281.78906,63330.01563,93703.5625,162127.5625,89854.71875,56053.50391,37960.91016,169414.5313,34963.52344,46661.41797,27108.40039,50911.03906,32155.36914,56723.82422,78722.23438,38308.15625,69627.82813,94266.00781,103184.875,43308.83203
"[ST hydroxy(3:2/3:0/3:0)] (5Z,7E)-(1R,2R,3R)-3-(hydroxy-propyl)-19-nor-9,10-seco-5,7-cholestadien-1,3,25-triol",7,58535.02734,134187.8281,322808.7188,75429.96094,84738.67188,108886.9688,128509.8438,123221.9609,38594.71484,179303.0938,146436.8281,158238.4688,170779.7031,382671.75,258031.2344,158331.625,258763.8281,51767.07031,143193.5625,43161.37891,61505.3125,354948.2188,238458.5781,209761.6875,222039.875,124867.0234,66850.89844,293698.9375,76728.96875,278276.3438,89251.32813,227778.8438,127290.875,73277.01563,202505.9531,252097.2969,214372.3906,216954.75,188687.2813,139705.0625,136436.4844,29693.81836,217607.6406,88856.46094,110460.0547,277657.9688,196233.3594,322565.4375,117453.3672,144770.1094,76496.48438,243872.5,80303.86719,90142.28125,77389.74219,86150.40625,86127.77344,88420.63281,246950.3125,142424.9219,194327.625,206352.125,237343.4531,202131.125
"[ST hydroxy(5:0)] 3-hydroxy-estra-1,3,5(10),6,8-pentaen-17-one",5,16179.71387,22257.38867,12156.82129,36770.41797,27442.41797,12727.40527,17296.50391,56423.49609,13723.51074,17919.82422,12368.63086,8935,25270.4043,25407.63867,27359.12695,21696.81445,49286.21484,26246.49609,62102.88672,27740.17188,5746.562988,4928.628418,9702.483398,37231.89063,22275.97266,32113.90039,54306.12891,10460.80371,16322.45996,10592.66992,38295.44922,60603.33594,13666.96582,16332.76563,10364.2832,12290.66797,19074.52734,24820.41016,25796.17969,54450.89453,7983.838867,22734.22461,11846.50195,16205.42383,14154.68457,6851.487793,46337.99609,25007.15234,23368.0332,7053.87207,23485.11719,32335.35352,26191.40625,55881.44141,18215.12695,18479.50195,33842.67188,14617.43457,27780.84961,8223.928711,11599.64258,13431.42969,48964.37109,10740.08691
"[ST methoxy(2:0)] (5Z,7E)-(1S,3R)-25-methoxy-9,10-seco-5,7,10(19)-cholestatriene-1,3-diol",5,40545.46484,36950.29688,75097.05469,30661.63086,22350.82813,33408.4375,39074.86328,34308.08594,0,171473.2656,22952.15039,25263.66797,50479.86328,150608.3906,25263.0625,60266.65625,36193.57031,0,15934.82129,29615.16406,29832.44141,0,0,63238.96484,61149.65234,35483.86719,22639.48633,18854.0332,21316.21875,42941.50391,33816.47266,0,0,0,57026.65234,97002.33594,87967.57813,67981.10938,116595.6172,30928.37305,77673.75781,0,58230.23828,42437.83984,75269.57031,130365.9688,68379.44531,45026.22266,18056.47266,81424.10938,27470.47852,21097.88867,48753.38672,65669.70313,46869.98828,35747.44922,60129.92188,26953.16992,117660.4219,82827.90625,130486.4453,60675.28125,0,75623.83594
"[ST trihydrox] N-(3alpha,7alpha,12alpha-trihydroxy-5beta-cholan-24-oyl)-taurine",7,14877912,9980820,10550657,11782166,12349160,15072177,9788644,7443309,11041796,2585503.5,941782.125,11562433,1185996.125,790866,5149526.5,9053220,12812178,3910794.75,24082284,5021760,15520827,5241362.5,4118676,11980528,827256.5625,12776860,13725153,9376993,9656634,9610823,13721648,7547914,3034697.75,4785072.5,10531947,15862341,2752551.75,3781720.75,1683777.5,68235248,23383464,4843242,19223004,11230862,13574655,17230452,29757636,15188233,8060096,17125446,10606648,2966987,15235416,11694407,12141390,14552702,5669076.5,4220485.5,4554149.5,9873759,2610511.75,1810334.5,1077398.875,1315755.375
"1-(3,4-dimethoxylphenyl)ethane-1,2-diol",5,6257.067871,3393.552734,2938.395264,4531.321289,5721.775879,10275.55762,5386.972168,3629.021973,4657.893555,4064.882568,3048.942871,5941.57373,3448.136963,2175.731689,4487.452637,2874.296875,3036.109375,2790.303467,3395.25293,3779.987305,4158.992676,5397.4375,9795.963867,4094.331055,3277.336182,11844.2373,3091.307861,2906.1521,3115.266357,4568.329102,3847.448975,3023.814453,1731.332397,2251.76001,3838.334961,3459.877197,4056.241699,1185.283813,3357.885498,3462.17334,2367.230713,3318.687744,3096.114502,5548.020996,1991.765869,3445.317871,2980.808105,1379.385376,3170.812012,4131.158203,2317.086426,2086.50708,3608.979004,2305.437012,5045.595703,3176.759766,2349.701172,3590.330322,4440.680176,3603.459717,4449.532227,4676.838379,5097.483398,2630.420654
"1-(beta-D-Ribofuranosyl)-1,4-dihydronicotinamide",7,34791.9375,19205.125,63800.82813,82520.89844,173998.3594,33236.37109,54584.70703,45788.94531,29128.39844,59072.55469,17117.85742,22957.70508,20935.84375,21956.2207,27160.64453,15794.00781,48888.13672,57180.14844,25348.20508,41109.05078,32728.25781,29002.91211,17536.32617,30827.68164,31446.88086,66367.875,52565.95703,26597.69336,82599.25,76579.6875,251211.1563,41909.05078,18099.5625,43367.25391,34896.99609,24090.45898,46420.23047,33695.64063,45912.52344,67230.39844,18908.18555,23045.45313,35780.59375,54228.76172,18086.08203,80268.60156,62859.45313,25048.54102,31766.07031,32850.60156,65222.49219,28425,44982.70703,35630.39453,44119.75781,32120.73242,44976.40234,88401.23438,55064.69531,39016.05078,41664.76953,33663.57031,14682.12207,36642.69141
"1,2-dioctanoyl-1-amino-2,3-propanediol",7,83830.5625,82613.4375,71246.30469,38232.36328,112301.8984,107919.8828,150374.9375,58137.37109,108854.9297,185815.75,176411.1406,221296.875,113332.7031,294089.8438,0,50046.41016,27281.31641,78136.64063,63956.28516,86635.78906,103036.1641,100630.1406,134837.4219,205052.0469,222576.0625,46208.38281,33511.99219,40326.95313,87452.46094,57534.64844,80241.69531,50305.54297,0,0,177027,170751.4844,154927.2656,111742.4609,118856.5391,24630.46875,31914.13086,70327.66406,83513.50781,102086.9766,44395.44141,138709.6406,128736.2031,62830.08984,74768.96094,116632.4922,82711.85156,36463.77734,120495.6797,92634.89063,125619.0547,103067.3906,38581.30469,85834.67969,215287.3125,200414.8594,265143.1875,204314.25,157023.8594,279657
"1,2-Epoxy-3-(p-Nitrophenoxy)propane",7,12317.68262,6566.209961,2892.279541,20513.43359,14373.29199,11997.8916,7212.008301,6195.563477,4604.737793,3804.90332,4444.499512,1257.006226,1288.16626,0,8125.774414,3196.633789,7958.881348,7518.271973,8758.842773,7903.197754,5327.182129,10323.30664,2805.552002,7083.577148,4355.140137,8674.131836,5843.187988,3519.189941,16565.78516,35685.25,3960.714355,10998.27441,1872.585571,2971.918457,0,2170.280273,6681.279297,0,1789.927368,12771.46289,1339.952393,2476.544189,6711.013672,6229.467285,0,0,11764.59277,3400.94165,3619.687256,13694.93945,0,4049.923828,6019.020508,7947.114746,4770.293457,11287.27637,4246.122559,6031.455566,4830.709961,0,0,12630.20117,2374.104736,9369.613281
"1,4-Bis(2-ethylhexyl) sulfosuccinate",3,9899.211914,16213.13867,13255.69336,5333.602539,32184.76367,10114.43164,9522.288086,8330.545898,3498.126709,5276.820801,9761.635742,10562.45996,8675.707031,5953.337891,19184.42578,4803.549316,21092.17578,9286.132813,20062.76172,21028.79102,5588.57373,71747.16406,7427.022461,8659.510742,9907.371094,171350.2969,16308.52734,12892.75977,6955.213867,12607.56641,6672.368652,16918.66016,23522.76563,19195.82617,10610.04102,10429.84375,9988.650391,5665.164551,10515.70117,9564.629883,12123.06152,21559.32813,12561.5498,59800.47656,28052.99609,16791.03711,11747.88281,10285.52832,12758.15137,16030.08203,26227.74609,14632.68945,8609.276367,7375.609375,13396.45508,3992.812988,4374.387207,2351.754883,8482.878906,6851.189453,7847.697266,6317.86084,7274.50293,5635.060547
10-Hydroxydecanoic acid,7,112107.875,97509.88281,101232,49767.58203,142971.3594,172821.9844,144776.2656,64608.13281,226913.2031,28036.32617,45692.13281,26897.12695,44813.46094,22584.25391,44134.55469,39840.43359,31448.4375,176910.7344,57738.74609,93650.85938,399850.125,93665.85156,44018.53125,19191.29492,36638.98438,218655.3906,28062.30859,65178.02734,110507.3359,42036.69141,81279.39063,66767.67969,21825.35938,18482.12695,80226.17969,72737.26563,42545.58984,20915.79297,34726.6875,68756.83594,75422.58594,149511.6719,98459.03125,132670.3594,78780.03906,193128.9219,153218.5469,76672,86823.92188,77639.54688,160458.7188,31888.82617,102053.125,171795.5938,76602.45313,48120.41406,36775.57422,134211.6094,54999.23438,41210.79688,40887.375,43286.48438,34297.31641,44786.09375
10-Oxodecanoate,7,700502,245490.6094,789146.625,209252.3594,822137.3125,1681146.125,395353.375,272029.5625,914422.625,116526.3594,290321.4063,100956.0938,107389.9922,93062.63281,210124.7188,475408.625,55864.82031,1658412.875,43670.60156,140129.8438,997935.5625,730607.625,287358,107406.2188,166797.3906,116093.8125,212043.5781,515422.5938,378825.2188,564624.5625,205588.2344,248471.7813,100163.1797,106994.9531,247494.6406,359625.125,108658.9375,61862.48828,127294.2578,248396.3594,1039924.375,304267.5938,541640.5,528281.1875,513772.6875,1173550.75,319308.0313,388366.3438,473478.9375,1236713.5,829329,78536.64844,805128.5,397585.875,390947.25,394813.2188,64518.55859,733449.75,298173.1563,351740.9375,182560.4531,132903.1094,103806.5391,219053.7656
1-20:0-2-18:2-phosphatidylserine,7,958273.375,371477.5313,1015949.5,1293352.25,1630536.25,1171253.5,674435.5625,798092.9375,316687.1563,976263.8125,171641.3438,3790767,332562.8125,1331937.25,226440.875,829918.0625,1031194.5,388935.4688,802089,853810.5625,1241127.125,8471877,4814387.5,981508.375,867697.5625,1117987.375,1192093.75,665546.5,1056406.75,1087743.625,1335931.125,638806.9375,38803.20703,65636,629961.4375,997494.5,627878.0625,455616.0313,1157468,1159325.25,207015.7188,76957.26563,765992.6875,883729.875,703706.25,593006.125,1060227.625,506465.625,376654.8438,981885.375,450866.4375,184939.5781,1158334,1331143.125,1336331,1121625.75,822294.4375,1040041.563,689777.25,868417.6875,944484.75,1100795.125,4811166,682372.6875
1-22:0-2-18:3-phosphatidylserine,5,114693.4297,96798.19531,199059.7969,148992.0313,195175.4688,183861.9688,148593.5625,149087.6406,45425.76953,212672.1563,28364.54102,416431.3125,55043.67969,190953.625,0,93213.89844,130309.8984,63740.18359,92025.71094,94732.375,196337.6094,642281.625,1052184,175731.2656,107335.2891,115855.4219,119561.6875,104647.6953,147680.8281,171869.7969,137591.875,63003.66406,0,0,109315.3438,191143.375,132234,126820.7891,158056.4688,233275.5469,35511.78906,0,177320.6563,118462.5,106283.375,208961.0938,200407.875,124234.5703,87907.32031,325795.5938,96959.72656,39758.42969,223905.9063,223894.5625,200374.5469,231201.6406,159960.3125,147258.5625,202457.9531,207966.6094,255973.5156,219663.5156,911757.25,203444.2188
